@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary string
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureOutOfBagError numeric

@data

R_data_frame,8,9,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.LMT -- -I -1 -M 15 -W 0.0',-115879962237199703,20211023.1714,2421,269,267,2,0,99.256506,0.743494,0,0.989901,0.006213,0.04872,1.689655,11.363845,525.12898,7.327496,517.801484,1.952152,0.02724,1.924913,518.959759,1.929218,98.825199,1,39,0.008696,2,0.991304,228,0,0,0.95122,1,0.975,0.971055,0.999889,0.999359,0.992565,0.001261,0.998739,0.007435,0.992928,0.992565,0.992608,0.990654,0.999984,0.999907,0.990372,0.992565,34.097,0,34.078125,0,34078.125,0,88844,207181,24261,100,25.743494,?,?,?,-1
R_data_frame,8,10,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.LMT -- -I -1 -M 15 -W 0.0',-115879962237199703,20211023.1715,2421,269,267,2,0,99.256506,0.743494,0,0.989901,0.008613,0.047514,2.341194,11.075047,526.065321,7.956343,518.108977,1.955633,0.029577,1.926056,518.108977,1.926056,98.487575,1,40,0,0,1,229,0,0,1,1,1,1,1,1,0.992565,0.003036,0.996964,0.007435,0.992751,0.992565,0.992563,0.989648,1,1,0.993546,0.992565,34.406,0.001,34.3125,0,34312.5,0,84498,207181,24261,100,26.208178,?,?,?,-1
R_data_frame,9,1,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.LMT -- -I -1 -M 15 -W 0.0',-115879962237199703,20211023.1715,2421,269,269,0,0,100,0,0,1,0.003008,0.010318,0.817454,2.404823,526.121817,2.377654,523.744163,1.955843,0.008839,1.947004,523.744163,1.947004,99.548079,1,40,0,0,1,229,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,32.567,0,32.546875,0,32546.875,0,90769,207181,24261,100,25.464684,?,?,?,-1
R_data_frame,9,2,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.LMT -- -I -1 -M 15 -W 0.0',-115879962237199703,20211023.1716,2421,269,269,0,0,100,0,0,1,0.00312,0.014825,0.848516,3.457953,525.12898,2.517389,522.611592,1.952152,0.009358,1.942794,522.611592,1.942794,99.520615,1,39,0,0,1,230,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,32.328,0.001,32.296875,0,32296.875,0,93140,207181,24261,100,25.464684,?,?,?,-1
R_data_frame,9,3,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.LMT -- -I -1 -M 15 -W 0.0',-115879962237199703,20211023.1716,2421,269,268,1,0,99.628253,0.371747,0,0.994944,0.004335,0.03392,1.178868,7.911698,525.12898,4.040192,521.088788,1.952152,0.015019,1.937133,521.088788,1.937133,99.230629,1,39,0,0,1,230,0,0,1,1,1,1,1,1,0.996283,0.001491,0.998509,0.003717,0.99633,0.996283,0.996283,0.994802,1,1,0.996774,0.996283,32.596,0.001,32.53125,0,32531.25,0,101832,207181,24261,100,25.929368,?,?,?,-1
R_data_frame,9,4,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.LMT -- -I -1 -M 15 -W 0.0',-115879962237199703,20211023.1717,2421,269,269,0,0,100,0,0,1,0.001781,0.014744,0.484448,3.439094,525.12898,1.484741,523.644239,1.952152,0.005519,1.946633,523.644239,1.946633,99.717262,1,39,0,0,1,230,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,33.635,0,33.578125,0,33578.125,0,101733,207181,24261,100,25.464684,?,?,?,-1
R_data_frame,9,5,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.LMT -- -I -1 -M 15 -W 0.0',-115879962237199703,20211023.1718,2421,269,268,1,0,99.628253,0.371747,0,0.994944,0.005829,0.031393,1.585244,7.322273,525.12898,5.057118,520.071862,1.952152,0.0188,1.933353,520.071862,1.933353,99.036976,1,39,0,0,1,230,0,0,1,1,1,1,1,1,0.996283,0.001491,0.998509,0.003717,0.99633,0.996283,0.996283,0.994802,1,1,0.996774,0.996283,33.918,0.001,33.875,0,33875,0,82176,207181,24261,100,26.115242,?,?,?,-1
R_data_frame,9,6,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.LMT -- -I -1 -M 15 -W 0.0',-115879962237199703,20211023.1718,2421,269,269,0,0,100,0,0,1,0.00601,0.027642,1.634576,6.447394,525.12898,5.025223,520.103757,1.952152,0.018681,1.933471,520.103757,1.933471,99.04305,1,39,0,0,1,230,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,34.197,0.001,34.109375,0,34109.375,0,75459,207181,24261,100,26.208178,?,?,?,-1
R_data_frame,9,7,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.LMT -- -I -1 -M 15 -W 0.0',-115879962237199703,20211023.1719,2421,269,268,1,0,99.628253,0.371747,0,0.994944,0.007739,0.035901,2.104696,8.373851,525.12898,6.777226,518.351754,1.952152,0.025194,1.926958,518.351754,1.926958,98.709417,1,39,0,0,1,230,0,0,1,1,1,1,1,1,0.996283,0.001491,0.998509,0.003717,0.99633,0.996283,0.996283,0.994802,1,1,0.996774,0.996283,31.501,0.001,31.46875,0,31468.75,0,79607,207181,24261,100,26.394052,?,?,?,-1
R_data_frame,9,8,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.LMT -- -I -1 -M 15 -W 0.0',-115879962237199703,20211023.1719,2421,269,267,2,0,99.256506,0.743494,0,0.989894,0.010659,0.056329,2.898898,13.138633,525.12898,10.831054,514.297926,1.952152,0.040264,1.911888,514.681579,1.913314,98.010507,1,39,0.004348,1,0.995652,229,0,0,0.975,1,0.987342,0.985272,0.999889,0.999359,0.992565,0.002148,0.997852,0.007435,0.992705,0.992565,0.992576,0.99009,0.999984,0.999907,0.991931,0.992565,32.001,0,31.953125,0,31953.125,0,81978,207181,24261,100,27.230483,?,?,?,-1
R_data_frame,9,9,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.LMT -- -I -1 -M 15 -W 0.0',-115879962237199703,20211023.172,2421,269,269,0,0,100,0,0,1,0.006417,0.027977,1.745204,6.525478,525.12898,5.380209,519.748771,1.952152,0.020001,1.932152,519.748771,1.932152,98.97545,1,39,0,0,1,230,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,34.003,0.001,34,0,34000,0,80102,207181,24261,100,26.115242,?,?,?,-1
R_data_frame,9,10,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.LMT -- -I -1 -M 15 -W 0.0',-115879962237199703,20211023.172,2421,269,267,2,0,99.256506,0.743494,0,0.989901,0.010052,0.049852,2.732357,11.620057,526.065321,9.297277,516.768043,1.955633,0.034562,1.921071,516.768043,1.921071,98.232676,1,40,0,0,1,229,0,0,1,1,1,1,1,1,0.992565,0.002982,0.997018,0.007435,0.992753,0.992565,0.992588,0.989699,1,1,0.993481,0.992565,32.586,0.001,32.578125,0,32578.125,0,91017,207181,24261,100,26.579926,?,?,?,-1
R_data_frame,10,1,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.LMT -- -I -1 -M 15 -W 0.0',-115879962237199703,20211023.1721,2421,269,266,3,0,98.884758,1.115242,0,0.984852,0.010494,0.066315,2.853941,15.467829,525.12898,32.453727,492.675253,1.952152,0.120646,1.831507,514.669115,1.913268,98.008134,1,39,0.008696,2,0.991304,228,0,0,0.95122,1,0.975,0.971055,0.998105,0.986045,0.988848,0.002752,0.997248,0.011152,0.989258,0.988848,0.98889,0.985456,0.998001,0.99591,0.987146,0.988848,33.187,0.001,33.109375,0,33109.375,0,80102,207181,24261,99.628253,26.672862,?,?,?,-1
R_data_frame,10,2,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.LMT -- -I -1 -M 15 -W 0.0',-115879962237199703,20211023.1721,2421,269,269,0,0,100,0,0,1,0.006922,0.028742,1.882596,6.703933,525.12898,5.765668,519.363313,1.952152,0.021434,1.930719,519.363313,1.930719,98.902047,1,39,0,0,1,230,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,34.584,0.001,34.484375,0,34484.375,0,77929,207181,24261,100,26.672862,?,?,?,-1
R_data_frame,10,3,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.LMT -- -I -1 -M 15 -W 0.0',-115879962237199703,20211023.1722,2421,269,268,1,0,99.628253,0.371747,0,0.994944,0.002913,0.024166,0.792225,5.636646,525.12898,2.591076,522.537904,1.952152,0.009632,1.94252,522.537904,1.94252,99.506583,1,39,0,0,1,230,0,0,1,1,1,1,1,1,0.996283,0.001518,0.998482,0.003717,0.99633,0.996283,0.996282,0.994801,1,1,0.996774,0.996283,34.265,0.001,34.234375,0,34234.375,0,86621,207181,24261,100,25.464684,?,?,?,-1
R_data_frame,10,4,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.LMT -- -I -1 -M 15 -W 0.0',-115879962237199703,20211023.1723,2421,269,269,0,0,100,0,0,1,0.00759,0.031186,2.064315,7.274108,525.12898,6.347296,518.781685,1.952152,0.023596,1.928556,518.781685,1.928556,98.791288,1,39,0,0,1,230,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,31.736,0.001,31.625,0.015625,31625,15.625,84349,207181,24261,100,26.486989,?,?,?,-1
R_data_frame,10,5,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.LMT -- -I -1 -M 15 -W 0.0',-115879962237199703,20211023.1723,2421,269,268,1,0,99.628253,0.371747,0,0.994944,0.008563,0.043192,2.328863,10.074461,525.12898,7.853506,517.275474,1.952152,0.029195,1.922957,517.275474,1.922957,98.504461,1,39,0,0,1,230,0,0,1,1,1,1,1,1,0.996283,0.001491,0.998509,0.003717,0.99633,0.996283,0.996283,0.994802,1,1,0.996774,0.996283,31.99,0.001,31.890625,0,31890.625,0,82077,207181,24261,100,26.858736,?,?,?,-1
R_data_frame,10,6,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.LMT -- -I -1 -M 15 -W 0.0',-115879962237199703,20211023.1724,2421,269,269,0,0,100,0,0,1,0.00583,0.023494,1.585584,5.479983,525.12898,4.778999,520.349982,1.952152,0.017766,1.934387,520.349982,1.934387,99.089938,1,39,0,0,1,230,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,33.353,0.001,33.296875,0,33296.875,0,82275,207181,24261,100,26.208178,?,?,?,-1
R_data_frame,10,7,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.LMT -- -I -1 -M 15 -W 0.0',-115879962237199703,20211023.1724,2421,269,269,0,0,100,0,0,1,0.004015,0.020176,1.09197,4.705922,525.12898,3.297685,521.831296,1.952152,0.012259,1.939893,521.831296,1.939893,99.372024,1,39,0,0,1,230,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,30.988,0.001,30.953125,0,30953.125,0,90967,207181,24261,100,25.743494,?,?,?,-1
R_data_frame,10,8,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.LMT -- -I -1 -M 15 -W 0.0',-115879962237199703,20211023.1725,2421,269,268,1,0,99.628253,0.371747,0,0.994944,0.008556,0.032137,2.327094,7.495796,525.12898,7.233298,517.895682,1.952152,0.02689,1.925263,517.895682,1.925263,98.622567,1,39,0,0,1,230,0,0,1,1,1,1,1,1,0.996283,0.001491,0.998509,0.003717,0.99633,0.996283,0.996283,0.994802,1,1,0.996774,0.996283,31.844,0.001,31.8125,0,31812.5,0,66767,207181,24261,100,26.765799,?,?,?,-1
R_data_frame,10,9,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.LMT -- -I -1 -M 15 -W 0.0',-115879962237199703,20211023.1725,2421,269,267,2,0,99.256506,0.743494,0,0.989902,0.008753,0.052647,2.378905,12.270771,526.121817,8.960674,517.161143,1.955843,0.033311,1.922532,517.661406,1.924392,98.391929,1,40,0,0,1,229,0,0,1,1,1,1,1,1,0.992565,0.002982,0.997018,0.007435,0.992565,0.992565,0.992565,0.989583,0.999845,0.999622,0.993506,0.992565,31.902,0.001,31.8125,0,31812.5,0,86522,207181,24261,100,26.115242,?,?,?,-1
R_data_frame,10,10,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.LMT -- -I -1 -M 15 -W 0.0',-115879962237199703,20211023.1726,2421,269,269,0,0,100,0,0,1,0.00386,0.022749,1.04906,5.302696,526.065321,3.276506,522.788814,1.955633,0.01218,1.943453,522.788814,1.943453,99.377167,1,40,0,0,1,229,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,32.098,0.001,32.046875,0,32046.875,0,97486,207181,24261,100,25.464684,?,?,?,-1
R_data_frame,1,1,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.DecisionStump',-1178107808933117974,20211023.1726,2421,269,101,168,0,37.546468,62.453532,0,0.136156,0.324291,0.402802,88.198029,93.952755,525.12898,1522.908989,-997.780008,1.952152,5.661372,-3.709219,87.721729,0.326103,16.704797,0.589744,23,0.004348,1,0.995652,229,0.410256,16,0.958333,0.589744,0.730159,0.723031,0.792698,0.62465,0.375465,0.254158,0.745842,0.624535,?,0.375465,?,?,0.593212,0.356966,?,0.375465,0.003,0,0.015625,0,15.625,0,2532,207181,24261,99.628253,93.30855,?,?,?,?
R_data_frame,1,2,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.DecisionStump',-1178107808933117974,20211023.1726,2421,269,103,166,0,38.289963,61.710037,0,0.147076,0.320693,0.398682,87.219415,92.99185,525.12898,443.439428,81.689552,1.952152,1.648474,0.303679,93.564316,0.347823,17.817397,0.641026,25,0,0,1,230,0.358974,14,1,0.641026,0.78125,0.777332,0.820513,0.69307,0.3829,0.25201,0.74799,0.6171,?,0.3829,?,?,0.602045,0.369207,?,0.3829,0.003,0,0,0,0,0,2532,207181,24261,100,93.02974,?,?,?,?
R_data_frame,1,3,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.DecisionStump',-1178107808933117974,20211023.1726,2421,269,100,169,0,37.174721,62.825279,0,0.131014,0.32429,0.4028,88.197723,93.952384,525.12898,455.538515,69.590465,1.952152,1.693452,0.258701,87.718969,0.326093,16.704271,0.589744,23,0.004348,1,0.995652,229,0.410256,16,0.958333,0.589744,0.730159,0.723031,0.792698,0.62465,0.371747,0.255676,0.744324,0.628253,?,0.371747,?,?,0.593172,0.356916,?,0.371747,0.003,0,0,0,0,0,2532,207181,24261,99.628253,93.30855,?,?,?,?
R_data_frame,1,4,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.DecisionStump',-1178107808933117974,20211023.1726,2421,269,96,173,0,35.687732,64.312268,0,0.107118,0.332746,0.409331,90.497551,95.475546,525.12898,474.639576,50.489404,1.952152,1.764459,0.187693,74.065119,0.275335,14.104177,0.461538,18,0.004348,1,0.995652,229,0.538462,21,0.947368,0.461538,0.62069,0.628271,0.728595,0.515314,0.356877,0.261749,0.738251,0.643123,?,0.356877,?,?,0.572803,0.335807,?,0.356877,0.002,0,0,0,0,0,2532,207181,24261,99.628253,94.702602,?,?,?,?
R_data_frame,1,5,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.DecisionStump',-1178107808933117974,20211023.1726,2421,269,101,168,0,37.546468,62.453532,0,0.135512,0.32395,0.401326,88.105481,93.608461,525.12898,450.809958,74.319023,1.952152,1.675873,0.276279,88.126889,0.327609,16.781951,0.589744,23,0,0,1,230,0.410256,16,1,0.589744,0.741935,0.742554,0.794872,0.649223,0.375465,0.255046,0.744954,0.624535,?,0.375465,?,?,0.593882,0.360665,?,0.375465,0.002,0.001,0,0,0,0,2532,207181,24261,100,93.587361,?,?,?,?
R_data_frame,1,6,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.DecisionStump',-1178107808933117974,20211023.1726,2421,269,97,172,0,36.05948,63.94052,0,0.113606,0.329224,0.406741,89.539725,94.87146,525.12898,466.776196,58.352785,1.952152,1.735227,0.216925,79.523468,0.295626,15.143607,0.512821,20,0.004348,1,0.995652,229,0.487179,19,0.952381,0.512821,0.666667,0.667311,0.754236,0.559032,0.360595,0.260231,0.739769,0.639405,?,0.360595,?,?,0.580926,0.344194,?,0.360595,0.003,0,0,0,0,0,2532,207181,24261,99.628253,94.144981,?,?,?,?
R_data_frame,1,7,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.DecisionStump',-1178107808933117974,20211023.1726,2421,269,97,172,0,36.05948,63.94052,0,0.112279,0.33049,0.406591,89.88398,94.836639,525.12898,465.760285,59.368696,1.952152,1.731451,0.220701,77.232984,0.287111,14.707431,0.487179,19,0,0,1,230,0.512821,20,1,0.487179,0.655172,0.669481,0.74359,0.561529,0.360595,0.261118,0.738882,0.639405,?,0.360595,?,?,0.577554,0.343686,?,0.360595,0.003,0,0,0,0,0,2532,207181,24261,100,94.702602,?,?,?,?
R_data_frame,1,8,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.DecisionStump',-1178107808933117974,20211023.1726,2421,269,99,170,0,36.802974,63.197026,0,0.123913,0.327216,0.403962,88.993673,94.223377,525.12898,458.249802,66.879179,1.952152,1.703531,0.248621,82.6831,0.307372,15.745294,0.538462,21,0,0,1,230,0.461538,18,1,0.538462,0.7,0.706668,0.769231,0.605376,0.36803,0.258082,0.741918,0.63197,?,0.36803,?,?,0.585718,0.352158,?,0.36803,0.003,0,0.015625,0,15.625,0,2532,207181,24261,100,94.144981,?,?,?,?
R_data_frame,1,9,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.DecisionStump',-1178107808933117974,20211023.1726,2421,269,96,173,0,35.687732,64.312268,0,0.111058,0.330892,0.407147,89.934957,94.897121,526.121817,467.906178,58.215639,1.955843,1.739428,0.216415,77.076152,0.286528,14.649868,0.475,19,0,0,1,229,0.525,21,1,0.475,0.644068,0.659621,0.7375,0.553067,0.356877,0.257919,0.742081,0.643123,?,0.356877,?,?,0.577295,0.342211,?,0.356877,0.002,0,0,0,0,0,2532,207181,24261,100,94.702602,?,?,?,?
R_data_frame,1,10,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.DecisionStump',-1178107808933117974,20211023.1726,2421,269,97,172,0,36.05948,63.94052,0,0.113249,0.329605,0.407268,89.589862,94.930536,526.065321,468.850956,57.214364,1.955633,1.74294,0.212693,79.368221,0.295049,15.087142,0.5,20,0.004367,1,0.995633,228,0.5,20,0.952381,0.5,0.655738,0.657314,0.747817,0.55054,0.360595,0.26025,0.73975,0.639405,?,0.360595,?,?,0.580639,0.342776,?,0.360595,0.003,0,0,0,0,0,2532,207181,24261,99.628253,94.144981,?,?,?,?
R_data_frame,2,1,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.DecisionStump',-1178107808933117974,20211023.1726,2421,269,93,176,0,34.572491,65.427509,0,0.093721,0.335822,0.411081,91.275006,95.813963,526.121817,479.365579,46.756238,1.955843,1.782028,0.173815,68.873054,0.256034,13.090705,0.4,16,0,0,1,229,0.6,24,1,0.4,0.571429,0.60171,0.7,0.489219,0.345725,0.262392,0.737608,0.654275,?,0.345725,?,?,0.565091,0.329634,?,0.345725,0.003,0,0,0,0,0,2532,207181,24261,100,95.539033,?,?,?,?
R_data_frame,2,2,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.DecisionStump',-1178107808933117974,20211023.1726,2421,269,100,169,0,37.174721,62.825279,0,0.129983,0.32661,0.404609,88.775801,94.310689,526.065321,461.602378,64.462943,1.955633,1.715994,0.239639,84.79504,0.315223,16.118728,0.55,22,0.004367,1,0.995633,228,0.45,18,0.956522,0.55,0.698413,0.694252,0.772817,0.593001,0.371747,0.255695,0.744305,0.628253,?,0.371747,?,?,0.58883,0.351268,?,0.371747,0.003,0,0,0,0,0,2532,207181,24261,99.628253,93.587361,?,?,?,?
R_data_frame,2,3,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.DecisionStump',-1178107808933117974,20211023.1726,2421,269,99,170,0,36.802974,63.197026,0,0.123913,0.327216,0.403962,88.993673,94.223377,525.12898,458.249802,66.879179,1.952152,1.703531,0.248621,82.6831,0.307372,15.745294,0.538462,21,0,0,1,230,0.461538,18,1,0.538462,0.7,0.706668,0.769231,0.605376,0.36803,0.258082,0.741918,0.63197,?,0.36803,?,?,0.585718,0.352158,?,0.36803,0.003,0,0,0,0,0,2532,207181,24261,100,94.144981,?,?,?,?
R_data_frame,2,4,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.DecisionStump',-1178107808933117974,20211023.1726,2421,269,100,169,0,37.174721,62.825279,0,0.131014,0.32429,0.4028,88.197723,93.952384,525.12898,455.538515,69.590465,1.952152,1.693452,0.258701,87.718969,0.326093,16.704271,0.589744,23,0.004348,1,0.995652,229,0.410256,16,0.958333,0.589744,0.730159,0.723031,0.792698,0.62465,0.371747,0.255676,0.744324,0.628253,?,0.371747,?,?,0.593172,0.356916,?,0.371747,0.003,0,0,0,0,0,2532,207181,24261,99.628253,93.30855,?,?,?,?
R_data_frame,2,5,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.DecisionStump',-1178107808933117974,20211023.1726,2421,269,96,173,0,35.687732,64.312268,0,0.10645,0.332129,0.407903,90.329924,95.142663,525.12898,469.542443,55.586538,1.952152,1.745511,0.206641,74.505566,0.276972,14.188051,0.461538,18,0,0,1,230,0.538462,21,1,0.461538,0.631579,0.650326,0.730769,0.539605,0.356877,0.262636,0.737364,0.643123,?,0.356877,?,?,0.573473,0.339463,?,0.356877,0.002,0,0.015625,0,15.625,0,2532,207181,24261,100,94.981413,?,?,?,?
R_data_frame,2,6,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.DecisionStump',-1178107808933117974,20211023.1726,2421,269,98,171,0,36.431227,63.568773,0,0.118759,0.329225,0.406741,89.539942,94.871618,525.12898,1534.124185,-1008.995205,1.952152,5.703064,-3.750912,79.526464,0.295637,15.144177,0.512821,20,0.004348,1,0.995652,229,0.487179,19,0.952381,0.512821,0.666667,0.667311,0.754236,0.559032,0.364312,0.258712,0.741288,0.635688,?,0.364312,?,?,0.580967,0.344243,?,0.364312,0.003,0,0,0,0,0,2532,207181,24261,99.628253,94.144981,?,?,?,?
R_data_frame,2,7,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.DecisionStump',-1178107808933117974,20211023.1726,2421,269,102,167,0,37.918216,62.081784,0,0.142576,0.321009,0.400165,87.305561,93.337577,525.12898,448.133015,76.995966,1.952152,1.665922,0.28623,93.175134,0.346376,17.743286,0.641026,25,0.004348,1,0.995652,229,0.358974,14,0.961538,0.641026,0.769231,0.758623,0.818339,0.668415,0.379182,0.25264,0.74736,0.620818,?,0.379182,?,?,0.601335,0.365445,?,0.379182,0.003,0,0,0,0,0,2532,207181,24261,99.628253,92.750929,?,?,?,?
R_data_frame,2,8,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.DecisionStump',-1178107808933117974,20211023.1726,2421,269,102,167,0,37.918216,62.081784,0,0.141298,0.322321,0.400005,87.662182,93.30037,525.12898,447.11611,78.012871,1.952152,1.662142,0.290011,90.8464,0.337719,17.299826,0.615385,24,0,0,1,230,0.384615,15,1,0.615385,0.761905,0.760071,0.807692,0.671147,0.379182,0.253528,0.746472,0.620818,?,0.379182,?,?,0.597964,0.364931,?,0.379182,0.002,0,0,0,0,0,2532,207181,24261,100,93.30855,?,?,?,?
R_data_frame,2,9,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.DecisionStump',-1178107808933117974,20211023.1726,2421,269,101,168,0,37.546468,62.453532,0,0.136799,0.322649,0.401483,87.751391,93.645193,525.12898,451.827246,73.301734,1.952152,1.679655,0.272497,90.447804,0.336237,17.223922,0.615385,24,0.004348,1,0.995652,229,0.384615,15,0.96,0.615385,0.75,0.740967,0.805518,0.646531,0.375465,0.254158,0.745842,0.624535,?,0.375465,?,?,0.597254,0.361176,?,0.375465,0.003,0,0.015625,0,15.625,0,2532,207181,24261,99.628253,93.02974,?,?,?,?
R_data_frame,2,10,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.DecisionStump',-1178107808933117974,20211023.1726,2421,269,96,173,0,35.687732,64.312268,0,0.107118,0.332636,0.409344,90.467729,95.478551,525.12898,475.472341,49.656639,1.952152,1.767555,0.184597,74.059371,0.275314,14.103082,0.461538,18,0.004348,1,0.995652,229,0.538462,21,0.947368,0.461538,0.62069,0.628271,0.728595,0.515314,0.356877,0.261749,0.738251,0.643123,?,0.356877,?,?,0.572803,0.335807,?,0.356877,0.003,0,0,0,0,0,2532,207181,24261,99.628253,94.702602,?,?,?,?
R_data_frame,3,1,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.DecisionStump',-1178107808933117974,20211023.1726,2421,269,100,169,0,37.174721,62.825279,0,0.131014,0.32429,0.4028,88.197723,93.952384,525.12898,455.538515,69.590465,1.952152,1.693452,0.258701,87.718969,0.326093,16.704271,0.589744,23,0.004348,1,0.995652,229,0.410256,16,0.958333,0.589744,0.730159,0.723031,0.792698,0.62465,0.371747,0.255676,0.744324,0.628253,?,0.371747,?,?,0.593172,0.356916,?,0.371747,0.002,0,0,0,0,0,2532,207181,24261,99.628253,93.30855,?,?,?,?
R_data_frame,3,2,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.DecisionStump',-1178107808933117974,20211023.1726,2421,269,98,171,0,36.431227,63.568773,0,0.118759,0.329356,0.406724,89.57568,94.867478,525.12898,467.890942,57.238038,1.952152,1.739372,0.212781,79.515547,0.295597,15.142098,0.512821,20,0.004348,1,0.995652,229,0.487179,19,0.952381,0.512821,0.666667,0.667311,0.754236,0.559032,0.364312,0.258712,0.741288,0.635688,?,0.364312,?,?,0.580967,0.344243,?,0.364312,0.003,0,0,0,0,0,2532,207181,24261,99.628253,94.144981,?,?,?,?
